EH_ID,experiment,labels,weight,weight_dpi0,relative_weight,fecweight_flot,dpi,oocyst_sq1,oocyst_sq2,oocyst_sq3,oocyst_sq4,dilution,Locality,Genome,mouse_strain,IDD,Dam,Gen,Sir,IDS,Sir.1,Gen.1,Born,Fpar,LS,MM,FF,ID,PIN,Sex,Gen.2,Wean,BW10,BW20,Clip,Departure,NOTE,Parent1,Parent2,HybridStatus,ageAtdpi0expe1a,Batch,primary_infection,InfectionStrain,challenge_infection,contamination,infection_history,InfectionHistoryTotal,Conc_DNA,Unit,A260,A280,X260.280,X260.230,Fecal_status,Mouse_status,fecweight_DNA,Extraction_round_1,Extraction_round_2,Faeces_for_RNA.Extraction,mean_Neubauer,oocysts.per.tube,OPG,Total_DNA,Microbial_density,Count.Tm,Infection,Well,Well.Position,Omit,Target,Task,Reporter,Quencher,Amp.Status,Amp.Score,Curve.Quality,Result.Quality.Issues,Ct,Cq.Confidence,Cq.Mean,Cq.SD,Auto.Threshold,Threshold,Auto.Baseline,Baseline.Start,Baseline.End,Tm,Tm2,Tm3,Tm4,plate
LM0179,E57,E57aBLZ,18.25,18.93,96.4078182778658,0.76,10,10,4,4,7,1, PWD x BUSNA , mus x mus , PWD_BUSNA , SY ,2996,46, BUSNA , SY ,6113,60,2018-03-23,6,9,4,5, EX ,727, F ,F1,1F,4.73,8.44,P3,NA,NA, PWD , BUSNA , outbred hybrids ,15.4285714285714,1,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,62500,82236.8421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0179,E57,E57aCXY,18.88,18.93,99.7358689910195,0.87,11,0,0,0,2,1, PWD x BUSNA , mus x mus , PWD_BUSNA , SY ,2996,46, BUSNA , SY ,6113,60,2018-03-23,6,9,4,5, EX ,727, F ,F1,1F,4.73,8.44,P3,NA,NA, PWD , BUSNA , outbred hybrids ,15.4285714285714,1,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5000,5747.12643678161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0180,E57,E57aBLX,24.1,24.1,100,1.51,0,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,305.2,ng/µl,6.104,3.343,1.83,2.05,NA,NA,0.0568,with_beads,with_beads,NA,0,0,0,12.208,0.214929577464789,0,Negative,13,B1,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.4715750664666,NA,NA,33.7842909205774,0.97695553587096,33.2741974925651,0.558167059537808,TRUE,0.12547875490252,TRUE,3,29,81.9143371582031,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0180,E57,E57aBLX,24.1,24.1,100,1.51,0,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,305.2,ng/µl,6.104,3.343,1.83,2.05,NA,NA,0.0568,with_beads,with_beads,NA,0,0,0,12.208,0.214929577464789,0,Negative,14,B2,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.46299548181575,NA,NA,33.3603310642982,0.962577596249722,33.2741974925651,0.558167059537808,TRUE,0.12547875490252,TRUE,3,29,83.2844467163086,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0180,E57,E57aBLX,24.1,24.1,100,1.51,0,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,305.2,ng/µl,6.104,3.343,1.83,2.05,NA,NA,0.0568,with_beads,with_beads,NA,0,0,0,12.208,0.214929577464789,0,Negative,15,B3,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.42513253764664,NA,NA,32.6779704928196,0.865583657934466,33.2741974925651,0.558167059537808,TRUE,0.12547875490252,TRUE,3,28,82.0665664672852,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0180,E57,E57aDTY,23.7,24.1,98.3402489626556,0,1,NA,NA,NA,NA,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,200.9,ng/µl,4.019,2.188,1.84,2,NA,NA,0.0694,with_beads,with_beads,Available,NA,NA,NA,8.036,0.115792507204611,3,Positive,88,H4,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.42757459902642,NA,NA,33.8629294837473,0.799763915390695,34.0493359665793,0.320919005240982,TRUE,0.0790712471963985,TRUE,3,30,75.2330093383789,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_01052022_b.eds
LM0180,E57,E57aDTY,23.7,24.1,98.3402489626556,0,1,NA,NA,NA,NA,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,200.9,ng/µl,4.019,2.188,1.84,2,NA,NA,0.0694,with_beads,with_beads,Available,NA,NA,NA,8.036,0.115792507204611,3,Positive,89,H5,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.41527563155595,NA,NA,33.8651793780029,0.793779172382922,34.0493359665793,0.320919005240982,TRUE,0.0790712471963985,TRUE,3,30,75.5495758056641,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_01052022_b.eds
LM0180,E57,E57aDTY,23.7,24.1,98.3402489626556,0,1,NA,NA,NA,NA,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,200.9,ng/µl,4.019,2.188,1.84,2,NA,NA,0.0694,with_beads,with_beads,Available,NA,NA,NA,8.036,0.115792507204611,3,Positive,90,H6,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.26344932833936,NA,NA,34.4198990379876,0.605468443018036,34.0493359665793,0.320919005240982,TRUE,0.0790712471963985,TRUE,3,31,74.3412322998047,79.7787628173828,63.0130462646484,NA,qPCR_eimeria_lab_fecal_DB_01052022_b.eds
LM0180,E57,E57aMQT,23.82,24.1,98.8381742738589,0,2,NA,NA,NA,NA,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,354.7,ng/µl,7.094,3.995,1.78,1.26,NA,NA,0.1058,with_beads,with_beads,Available,NA,NA,NA,14.188,0.134102079395085,2,Negative,76,G4,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45631507393107,NA,NA,30.2709067333258,0.93444402938908,29.5986367052864,0.600562032345226,TRUE,0.0399999991059303,TRUE,3,27,74.7940063476563,80.381950378418,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0180,E57,E57aMQT,23.82,24.1,98.8381742738589,0,2,NA,NA,NA,NA,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,354.7,ng/µl,7.094,3.995,1.78,1.26,NA,NA,0.1058,with_beads,with_beads,Available,NA,NA,NA,14.188,0.134102079395085,2,Negative,77,G5,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43174801235333,NA,NA,29.4098601377311,0.892778300194617,29.5986367052864,0.600562032345226,TRUE,0.0399999991059303,TRUE,3,26,74.8001556396484,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0180,E57,E57aMQT,23.82,24.1,98.8381742738589,0,2,NA,NA,NA,NA,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,354.7,ng/µl,7.094,3.995,1.78,1.26,NA,NA,0.1058,with_beads,with_beads,Available,NA,NA,NA,14.188,0.134102079395085,2,Negative,78,G6,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.46788405673473,NA,NA,29.1151432448023,0.831134194104642,29.5986367052864,0.600562032345226,TRUE,0.0399999991059303,TRUE,3,26,79.9376373291016,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0180,E57,E57aCLZ,23.79,24.1,98.7136929460581,0,3,NA,NA,NA,NA,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,178.6,ng/µl,3.572,4.234,0.84,0.28,NA,NA,0.0923,with_beads,with_beads,Available,NA,NA,NA,7.144,0.0773997833152763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0180,E57,E57aGLV,24.01,24.1,99.6265560165975,0.96,4,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,232.8,ng/µl,4.657,2.575,1.81,1.92,NA,NA,0.1095,with_beads,with_beads,Available,0,0,0,9.312,0.085041095890411,3,Positive,49,E1,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.4077253321504,NA,NA,30.4061449579297,0.852387843961233,30.1798955702996,0.259928212784083,TRUE,0.0938304685569981,TRUE,3,27,74.9554443359375,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_11042022.eds
LM0180,E57,E57aGLV,24.01,24.1,99.6265560165975,0.96,4,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,232.8,ng/µl,4.657,2.575,1.81,1.92,NA,NA,0.1095,with_beads,with_beads,Available,0,0,0,9.312,0.085041095890411,3,Positive,50,E2,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.44244854224927,NA,NA,30.2375663294357,0.853644436366753,30.1798955702996,0.259928212784083,TRUE,0.0938304685569981,TRUE,3,27,74.804313659668,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_11042022.eds
LM0180,E57,E57aGLV,24.01,24.1,99.6265560165975,0.96,4,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,232.8,ng/µl,4.657,2.575,1.81,1.92,NA,NA,0.1095,with_beads,with_beads,Available,0,0,0,9.312,0.085041095890411,3,Positive,51,E3,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.41822344012807,NA,NA,29.8959754235335,0.839960472659608,30.1798955702996,0.259928212784083,TRUE,0.0938304685569981,TRUE,3,26,74.804313659668,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_11042022.eds
LM0180,E57,E57aLMW,23.92,24.1,99.253112033195,1.07,5,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,341.7,ng/µl,6.833,3.702,1.85,2.15,NA,NA,0.0722,with_beads,with_beads,Available,0,0,0,13.668,0.189307479224377,3,Positive,49,E1,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.42359237281014,NA,NA,29.730323067876,0.918677095504138,29.8172138803393,0.084820347536019,TRUE,0.12547875490252,TRUE,3,25,75.2159957885742,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0180,E57,E57aLMW,23.92,24.1,99.253112033195,1.07,5,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,341.7,ng/µl,6.833,3.702,1.85,2.15,NA,NA,0.0722,with_beads,with_beads,Available,0,0,0,13.668,0.189307479224377,3,Positive,50,E2,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45274141226797,NA,NA,29.8215187527458,0.888219747863649,29.8172138803393,0.084820347536019,TRUE,0.12547875490252,TRUE,3,25,75.3682327270508,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0180,E57,E57aLMW,23.92,24.1,99.253112033195,1.07,5,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,341.7,ng/µl,6.833,3.702,1.85,2.15,NA,NA,0.0722,with_beads,with_beads,Available,0,0,0,13.668,0.189307479224377,3,Positive,51,E3,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.42754625010672,NA,NA,29.8997998203961,0.811778963640077,29.8172138803393,0.084820347536019,TRUE,0.12547875490252,TRUE,3,25,75.3682327270508,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0180,E57,E57aKWY,23.66,24.1,98.1742738589212,0.88,6,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,119.6,ng/µl,2.392,1.288,1.86,1.95,NA,NA,0.1007,with_beads,with_beads,Available,0,0,0,4.784,0.0475074478649454,3,Positive,52,E4,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45726384139293,NA,NA,21.2252620272438,0.935518975226101,20.7873397914225,0.454508278160425,TRUE,0.0399999991059303,TRUE,3,18,74.7940063476563,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0180,E57,E57aKWY,23.66,24.1,98.1742738589212,0.88,6,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,119.6,ng/µl,2.392,1.288,1.86,1.95,NA,NA,0.1007,with_beads,with_beads,Available,0,0,0,4.784,0.0475074478649454,3,Positive,53,E5,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.47280347937318,NA,NA,20.8188699137703,0.93453651985882,20.7873397914225,0.454508278160425,TRUE,0.0399999991059303,TRUE,3,17,74.8001556396484,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0180,E57,E57aKWY,23.66,24.1,98.1742738589212,0.88,6,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,119.6,ng/µl,2.392,1.288,1.86,1.95,NA,NA,0.1007,with_beads,with_beads,Available,0,0,0,4.784,0.0475074478649454,3,Positive,54,E6,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45714986390761,NA,NA,20.3178874332534,0.881766252113728,20.7873397914225,0.454508278160425,TRUE,0.0399999991059303,TRUE,3,17,74.8001556396484,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0180,E57,E57aQRU,23.32,24.1,96.7634854771784,1.01,7,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,139.7,ng/µl,2.795,1.523,1.83,1.73,NA,NA,0.1067,with_beads,with_beads,Available,0,0,0,5.588,0.0523711340206186,3,Positive,16,B4,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.49844249918353,NA,NA,18.0190898572036,0.917217908524716,17.5794949981716,0.605592894282566,TRUE,0.0399999991059303,TRUE,3,15,74.7940063476563,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0180,E57,E57aQRU,23.32,24.1,96.7634854771784,1.01,7,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,658, M ,F1,1M,7.96,10.43,P2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,139.7,ng/µl,2.795,1.523,1.83,1.73,NA,NA,0.1067,with_beads,with_beads,Available,0,0,0,5.588,0.0523711340206186,3,Positive,17,B5,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.47276575975772,NA,NA,17.8306646837921,0.933959218156547,17.5794949981716,0.605592894282566,TRUE,0.0399999991059303,TRUE,3,15,74.9512557983398,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
